Transaction_ID,Date,Customer_Name,Product,Total_Items,Total_Cost,Payment_Method,City,Store_Type,Discount_Applied,Customer_Category,Season,Promotion
1000006312,9/4/2020 9:31,Mary Boyd,"['Diapers', 'Mayonnaise', 'Ice Cream', 'Paper Towels']",4,95.31,Debit Card,Los Angeles,Pharmacy,FALSE,Senior Citizen,Summer,None
1000006313,1/13/2022 21:29,Christine Fox,"['Peanut Butter', 'Soap', 'Feminine Hygiene Products', 'Hair Gel']",6,21.92,Credit Card,San Francisco,Pharmacy,FALSE,Middle-Aged,Spring,None
1000006314,1/26/2020 17:00,Anthony Hernandez,"['Diapers', 'Jam', 'Water', 'Honey']",3,20.92,Cash,Houston,Supermarket,FALSE,Young Adult,Summer,BOGO (Buy One Get One)
1000006315,12/10/2023 23:50,Andrew Hoffman,"['Mustard', 'Syrup', 'Carrots']",5,92.08,Credit Card,Houston,Specialty Store,FALSE,Professional,Spring,Discount on Selected Items
1000006316,1/15/2023 5:25,Joseph Gonzalez,"['Vinegar', 'Rice']",7,90.52,Debit Card,Seattle,Pharmacy,TRUE,Homemaker,Spring,Discount on Selected Items
1000006317,12/24/2023 16:22,Janet Padilla,"['Razors', 'Honey', 'Rice', 'Mustard', 'Chicken']",9,74.74,Debit Card,New York,Department Store,TRUE,Senior Citizen,Winter,Discount on Selected Items
1000006318,6/19/2022 3:01,Michael Kennedy,"['Hand Sanitizer', 'Coffee', 'Vacuum Cleaner', 'Coffee']",7,6.16,Credit Card,New York,Convenience Store,FALSE,Professional,Spring,Discount on Selected Items
1000006319,7/4/2020 8:29,Dr. Gregory Mooney MD,"['Mustard', 'Ketchup', 'Diapers', 'Banana']",5,62.67,Cash,Seattle,Specialty Store,TRUE,Senior Citizen,Spring,BOGO (Buy One Get One)
1000006320,3/13/2022 9:34,Alicia Carter,"['Pickles', 'Onions', 'Apple', 'Trash Bags']",7,11.08,Credit Card,Atlanta,Convenience Store,FALSE,Middle-Aged,Fall,BOGO (Buy One Get One)
1000006321,7/9/2022 4:11,Robin Yu,['Trash Bags'],4,34.24,Credit Card,Chicago,Specialty Store,TRUE,Senior Citizen,Summer,Discount on Selected Items
1000006322,8/25/2023 8:07,Alex Raymond,"['Cleaning Rags', 'Baby Wipes', 'Dishware', 'Baby Wipes']",2,42.49,Credit Card,Los Angeles,Warehouse Club,TRUE,Retiree,Fall,BOGO (Buy One Get One)
1000006323,9/9/2021 9:11,Samantha Diaz,['Vacuum Cleaner'],5,28.59,Mobile Payment,Atlanta,Convenience Store,TRUE,Homemaker,Fall,BOGO (Buy One Get One)
1000006324,9/25/2021 12:37,Mark Sanchez,"['Tomatoes', 'Hand Sanitizer', 'Tissues', 'Dishware', 'Lawn Mower']",3,88.86,Credit Card,Los Angeles,Specialty Store,TRUE,Young Adult,Winter,None
1000006325,2/18/2023 8:36,Brandon Peterson,"['Trash Cans', 'Baby Wipes', 'BBQ Sauce', 'Cheese', 'Mop']",7,51.93,Cash,Seattle,Specialty Store,FALSE,Student,Fall,BOGO (Buy One Get One)
1000006326,11/1/2023 15:40,Erica Brown DVM,"['Tuna', 'Cereal', 'Sponges']",2,30.44,Cash,Houston,Department Store,TRUE,Senior Citizen,Spring,BOGO (Buy One Get One)
1000006327,11/6/2022 1:38,Kim Fischer,"['Feminine Hygiene Products', 'Jam']",7,15.05,Mobile Payment,Atlanta,Pharmacy,TRUE,Retiree,Summer,Discount on Selected Items
1000006328,12/3/2021 7:20,Debra Austin,"['Pasta', 'Dish Soap', 'Dishware']",10,23.54,Debit Card,Chicago,Specialty Store,FALSE,Teenager,Summer,BOGO (Buy One Get One)
1000006329,10/31/2022 4:10,Kathryn Green,"['Syrup', 'Toothpaste', 'Ketchup', 'Chicken', 'Chips']",9,95.02,Credit Card,Chicago,Supermarket,FALSE,Senior Citizen,Spring,None
1000006330,6/3/2022 22:36,Stacy Yates,"['BBQ Sauce', 'Dustpan', 'Toilet Paper', 'Toothbrush']",4,29.31,Cash,Houston,Convenience Store,TRUE,Middle-Aged,Summer,Discount on Selected Items
1000006331,3/13/2023 14:08,Whitney Dominguez,"['Bath Towels', 'Pancake Mix']",6,64.13,Cash,Chicago,Specialty Store,TRUE,Homemaker,Fall,Discount on Selected Items
1000006332,4/21/2024 13:31,Scott Barnes,"['Plant Fertilizer', 'Pasta']",8,43.69,Mobile Payment,San Francisco,Pharmacy,TRUE,Young Adult,Fall,Discount on Selected Items
1000006333,1/11/2022 5:45,Carolyn Fleming MD,['Tomatoes'],1,26.74,Cash,Dallas,Department Store,TRUE,Student,Fall,BOGO (Buy One Get One)
1000006334,10/2/2021 4:15,Mackenzie Bright,"['Feminine Hygiene Products', 'Olive Oil']",6,71.05,Mobile Payment,Los Angeles,Pharmacy,TRUE,Professional,Fall,Discount on Selected Items
1000006335,1/23/2024 5:36,Laura Hall,"['Extension Cords', 'Rice', 'Beef']",7,10.33,Credit Card,Seattle,Convenience Store,TRUE,Teenager,Spring,None
1000006336,3/27/2022 18:04,Desiree Clark,"['Dishware', 'Cereal', 'Rice', 'Bath Towels']",7,83.14,Debit Card,New York,Supermarket,FALSE,Teenager,Fall,None
1000006337,5/12/2021 15:48,Jeffrey King Jr.,"['Shrimp', 'Broom', 'Ice Cream']",4,87.64,Mobile Payment,Los Angeles,Supermarket,TRUE,Senior Citizen,Summer,BOGO (Buy One Get One)
1000006338,1/6/2021 16:30,Jennifer Hays,"['Tissues', 'Dustpan', 'Pasta']",2,77.06,Cash,Los Angeles,Warehouse Club,FALSE,Student,Spring,None
1000006339,7/19/2021 1:13,Michael Johnson,"['Laundry Detergent', 'Soda', 'Syrup']",4,36.97,Credit Card,Miami,Specialty Store,TRUE,Middle-Aged,Spring,BOGO (Buy One Get One)
1000006340,1/23/2024 16:59,Debra Mcguire,"['Feminine Hygiene Products', 'Soda', 'Mop']",4,18.86,Debit Card,Dallas,Supermarket,FALSE,Homemaker,Winter,BOGO (Buy One Get One)
1000006341,10/28/2022 5:46,Robert Lara,"['Vacuum Cleaner', 'Extension Cords', 'Tea', 'Light Bulbs', 'Potatoes']",1,52.84,Mobile Payment,Dallas,Warehouse Club,FALSE,Teenager,Winter,Discount on Selected Items
1000006342,8/10/2023 19:05,Jennifer Williams,"['Pancake Mix', 'Chicken', 'Lawn Mower', 'Honey', 'Sponges']",6,21.61,Credit Card,Atlanta,Convenience Store,TRUE,Homemaker,Winter,BOGO (Buy One Get One)
1000006343,8/9/2023 11:42,Michael Smith,"['Toilet Paper', 'Lawn Mower', 'Pasta', 'Orange']",7,36.8,Mobile Payment,Los Angeles,Convenience Store,TRUE,Homemaker,Spring,Discount on Selected Items
1000006344,8/21/2021 9:39,Darren Garcia,"['Jam', 'Yogurt', 'Pickles']",2,92.87,Cash,Atlanta,Warehouse Club,TRUE,Homemaker,Summer,BOGO (Buy One Get One)
1000006345,2/25/2021 21:01,James Molina,"['Garden Hose', 'Orange', 'Mustard']",2,44.39,Debit Card,New York,Department Store,TRUE,Senior Citizen,Summer,None
1000006346,8/29/2021 5:35,Leslie Horn,"['Bread', 'Banana', 'Chicken']",7,13.14,Credit Card,Miami,Convenience Store,FALSE,Retiree,Summer,Discount on Selected Items
1000006347,1/6/2023 12:17,Sarah Nelson,"['Trash Cans', 'Toothbrush', 'Bath Towels', 'Mayonnaise', 'Rice']",6,29.15,Debit Card,Houston,Pharmacy,TRUE,Professional,Winter,BOGO (Buy One Get One)
1000006348,3/17/2020 5:34,Jessica Bray,"['Syrup', 'Tomatoes', 'Orange', 'Trash Bags']",8,98.19,Mobile Payment,Chicago,Department Store,TRUE,Professional,Summer,Discount on Selected Items
1000006349,1/23/2020 17:29,David Velasquez,"['Pasta', 'Shower Gel']",7,64.95,Debit Card,Miami,Specialty Store,TRUE,Student,Winter,None
1000006350,8/11/2021 5:26,Michael Hall,"['Hair Gel', 'Jam', 'Light Bulbs', 'Water', 'Cereal']",5,82.58,Cash,Los Angeles,Convenience Store,FALSE,Student,Fall,BOGO (Buy One Get One)
1000006351,5/26/2023 22:35,Paul Jones,"['Trash Bags', 'Rice', 'Chicken', 'Olive Oil']",8,12.45,Cash,Houston,Convenience Store,FALSE,Senior Citizen,Winter,BOGO (Buy One Get One)
1000006352,7/13/2021 9:43,Linda Townsend,"['Pancake Mix', 'Dish Soap', 'Iron', 'Light Bulbs', 'Beef']",2,95.66,Mobile Payment,Houston,Convenience Store,TRUE,Retiree,Winter,BOGO (Buy One Get One)
1000006353,4/4/2020 9:15,Emily Adams,"['Syrup', 'Razors', 'Baby Wipes', 'Tuna']",9,17.22,Cash,Atlanta,Supermarket,TRUE,Middle-Aged,Fall,Discount on Selected Items
1000006354,1/6/2023 22:35,Steven Harrison,"['Deodorant', 'Toothpaste', 'Pancake Mix']",10,43.44,Debit Card,Atlanta,Convenience Store,FALSE,Teenager,Spring,BOGO (Buy One Get One)
1000006355,11/23/2022 9:43,Charles Bennett,['Honey'],4,96.71,Cash,Miami,Convenience Store,TRUE,Homemaker,Winter,Discount on Selected Items
1000006356,5/14/2022 4:53,Amanda Dennis,"['Tea', 'Olive Oil']",6,86.8,Cash,Miami,Pharmacy,FALSE,Student,Winter,None
1000006357,11/23/2020 10:14,Ricardo Bell,"['Toilet Paper', 'Cleaning Spray', 'Garden Hose', 'Apple', 'Dish Soap']",3,57.84,Cash,Los Angeles,Pharmacy,FALSE,Homemaker,Summer,None
1000006358,12/27/2020 23:53,Gregory Weber,"['Coffee', 'Trash Cans']",10,21.15,Mobile Payment,Miami,Specialty Store,TRUE,Professional,Spring,Discount on Selected Items
1000006359,7/12/2021 22:28,Robin Allen,['Mustard'],2,49.28,Credit Card,San Francisco,Department Store,TRUE,Retiree,Fall,Discount on Selected Items
1000006360,9/30/2022 9:32,Shannon Tucker,"['Lawn Mower', 'Eggs', 'Onions']",7,95.98,Debit Card,Houston,Pharmacy,TRUE,Homemaker,Winter,BOGO (Buy One Get One)
1000006361,5/3/2022 17:21,Jose Nelson,"['Pasta', 'Mop', 'Honey', 'Shrimp']",6,22.67,Mobile Payment,Boston,Specialty Store,TRUE,Homemaker,Fall,Discount on Selected Items
1000006362,12/26/2021 20:14,Victoria Sullivan,"['Light Bulbs', 'Laundry Detergent']",2,57.62,Cash,Seattle,Pharmacy,TRUE,Senior Citizen,Winter,Discount on Selected Items
1000006363,3/1/2023 13:14,Cynthia Waters,"['Honey', 'Mustard', 'Plant Fertilizer', 'Cleaning Spray', 'Jam']",8,74.89,Debit Card,Chicago,Specialty Store,TRUE,Professional,Winter,Discount on Selected Items
1000006364,2/28/2020 17:01,Julie Tapia,['Rice'],10,33.28,Debit Card,Houston,Department Store,FALSE,Senior Citizen,Spring,Discount on Selected Items
1000006365,8/14/2023 9:29,Autumn Mckenzie,"['Deodorant', 'Sponges', 'Diapers', 'Banana']",2,60.62,Credit Card,Seattle,Pharmacy,TRUE,Senior Citizen,Winter,BOGO (Buy One Get One)
1000006366,9/15/2021 10:41,Nicholas Anderson,"['Hand Sanitizer', 'Soda', 'Butter', 'Carrots']",6,82.84,Debit Card,Atlanta,Convenience Store,FALSE,Homemaker,Spring,BOGO (Buy One Get One)
1000006367,1/20/2024 23:44,Christopher Williams,"['Apple', 'Coffee', 'Pasta']",4,68.37,Credit Card,Dallas,Warehouse Club,FALSE,Middle-Aged,Spring,None
1000006368,2/19/2023 23:10,Phillip Lambert,"['Vacuum Cleaner', 'Carrots']",9,16.7,Credit Card,New York,Warehouse Club,FALSE,Young Adult,Winter,Discount on Selected Items
1000006369,12/12/2022 23:29,Edward Oneill,"['Apple', 'Potatoes', 'Vacuum Cleaner']",9,41.81,Debit Card,Chicago,Specialty Store,TRUE,Middle-Aged,Summer,BOGO (Buy One Get One)
1000006370,9/21/2022 16:01,Nicholas Cordova,"['Mayonnaise', 'Rice', 'Hair Gel', 'Dustpan']",8,50.26,Cash,Los Angeles,Pharmacy,TRUE,Middle-Aged,Spring,BOGO (Buy One Get One)
1000006371,1/20/2024 7:45,Dustin Paul,"['Bath Towels', 'Canned Soup', 'Diapers', 'Sponges']",10,94.7,Mobile Payment,Miami,Supermarket,TRUE,Middle-Aged,Spring,BOGO (Buy One Get One)
1000006372,2/11/2020 15:39,Raymond Huang,"['Potatoes', 'Peanut Butter', 'Syrup', 'Pancake Mix']",7,55.98,Debit Card,Chicago,Pharmacy,FALSE,Student,Fall,Discount on Selected Items
1000006373,2/23/2020 5:16,Rebecca Carter,"['Cereal', 'Banana', 'Cereal Bars', 'Coffee', 'Ice Cream']",10,5.48,Credit Card,New York,Specialty Store,FALSE,Homemaker,Winter,BOGO (Buy One Get One)
1000006374,11/19/2021 9:35,Joshua Smith,"['Sponges', 'Jam', 'Vinegar']",5,44.18,Credit Card,Dallas,Warehouse Club,TRUE,Middle-Aged,Spring,None
1000006375,3/29/2024 15:12,Adrian Padilla,"['Salmon', 'Ice Cream', 'Beef', 'Air Freshener']",9,78.57,Mobile Payment,Seattle,Convenience Store,TRUE,Homemaker,Fall,Discount on Selected Items
1000006376,11/7/2020 14:53,Cathy Rogers,"['Tissues', 'Canned Soup', 'Cleaning Rags']",4,45.67,Debit Card,Chicago,Department Store,TRUE,Retiree,Winter,Discount on Selected Items
1000006377,1/3/2021 14:10,Leroy Campbell,"['Tea', 'Trash Bags']",1,53.23,Debit Card,Seattle,Convenience Store,TRUE,Young Adult,Winter,Discount on Selected Items
1000006378,3/18/2024 9:15,Christina Butler,"['Beef', 'Mayonnaise', 'Shrimp', 'Paper Towels', 'Insect Repellent']",9,64.95,Debit Card,Houston,Supermarket,TRUE,Young Adult,Winter,None
1000006379,9/25/2021 18:17,Melinda Hale,"['Shrimp', 'Bread']",9,6.52,Cash,Boston,Convenience Store,FALSE,Middle-Aged,Winter,None
1000006380,1/30/2021 0:16,Darrell Bond,"['Ironing Board', 'Laundry Detergent', 'Dish Soap']",9,87.75,Debit Card,Chicago,Specialty Store,FALSE,Homemaker,Summer,Discount on Selected Items
1000006381,10/27/2022 2:47,Jennifer Vega,"['Tea', 'Air Freshener', 'Toothbrush', 'Light Bulbs']",3,80.24,Debit Card,Dallas,Pharmacy,FALSE,Teenager,Winter,None
1000006382,6/22/2020 15:27,John Jones,"['Dishware', 'Orange', 'Hand Sanitizer', 'Apple']",5,35.38,Debit Card,San Francisco,Convenience Store,TRUE,Middle-Aged,Fall,Discount on Selected Items
1000006383,5/12/2020 14:19,Christine Durham,"['Apple', 'Dish Soap', 'Sponges', 'Tissues']",5,52.39,Credit Card,San Francisco,Supermarket,FALSE,Professional,Fall,Discount on Selected Items
1000006384,3/31/2020 14:27,Nancy Mendez,"['Ice Cream', 'Garden Hose', 'Air Freshener', 'Orange']",5,55.5,Credit Card,Houston,Pharmacy,TRUE,Retiree,Fall,None
1000006385,2/20/2020 1:14,Ronald Burke,['Pancake Mix'],4,42.5,Mobile Payment,Miami,Convenience Store,TRUE,Homemaker,Spring,None
1000006386,4/1/2022 6:44,Kathryn Mitchell,['Hair Gel'],2,66.27,Debit Card,New York,Warehouse Club,TRUE,Professional,Fall,Discount on Selected Items
1000006387,4/18/2024 7:15,Daniel Turner,"['BBQ Sauce', 'Mayonnaise', 'Cheese']",5,80.27,Cash,Los Angeles,Convenience Store,FALSE,Middle-Aged,Winter,Discount on Selected Items
1000006388,3/16/2024 12:52,Brian Moran,"['Cleaning Spray', 'Toilet Paper', 'Tomatoes', 'Peanut Butter', 'Bath Towels']",8,37.48,Credit Card,Boston,Convenience Store,FALSE,Teenager,Spring,Discount on Selected Items
1000006389,4/26/2022 13:53,Joshua Clark,"['Extension Cords', 'Pasta', 'BBQ Sauce', 'Onions']",6,32.18,Debit Card,Dallas,Pharmacy,FALSE,Senior Citizen,Summer,BOGO (Buy One Get One)
1000006390,6/25/2023 23:30,Joseph Roberson,"['Honey', 'Air Freshener', 'Bread', 'Shaving Cream', 'Laundry Detergent']",4,87.67,Cash,Los Angeles,Convenience Store,TRUE,Retiree,Summer,None
1000006391,6/8/2021 7:40,Jessica Snyder,['Salmon'],5,59.05,Mobile Payment,Boston,Department Store,FALSE,Young Adult,Summer,BOGO (Buy One Get One)
1000006392,8/15/2022 14:11,Jacqueline Patton,"['Air Freshener', 'Honey', 'Dishware', 'Pickles', 'Mustard']",1,52.78,Mobile Payment,Houston,Warehouse Club,TRUE,Middle-Aged,Summer,BOGO (Buy One Get One)
1000006393,12/6/2021 3:41,Calvin Hill,['Onions'],9,84.65,Mobile Payment,Houston,Warehouse Club,TRUE,Senior Citizen,Spring,BOGO (Buy One Get One)
1000006394,8/15/2022 22:17,Robert Simon,"['Deodorant', 'Ketchup', 'Insect Repellent']",4,62.72,Debit Card,Houston,Department Store,FALSE,Homemaker,Spring,BOGO (Buy One Get One)
1000006395,6/29/2023 5:47,Brittany Ellis,"['Apple', 'Broom', 'Dustpan', 'Bread', 'Tuna']",7,32.59,Debit Card,New York,Supermarket,TRUE,Homemaker,Spring,None
1000006396,10/16/2022 8:20,Tammie Daniels,"['Pasta', 'Shower Gel']",9,91.5,Mobile Payment,Houston,Department Store,FALSE,Teenager,Summer,BOGO (Buy One Get One)
1000006397,10/19/2021 4:10,Mr. Robert Brewer MD,"['Cleaning Spray', 'Light Bulbs', 'Ketchup', 'Pickles']",5,91.55,Credit Card,Chicago,Specialty Store,TRUE,Teenager,Fall,BOGO (Buy One Get One)
1000006398,7/30/2021 11:56,Elizabeth Kaiser,"['Dish Soap', 'Olive Oil', 'Shower Gel', 'Milk']",5,98.56,Debit Card,Chicago,Department Store,TRUE,Middle-Aged,Winter,Discount on Selected Items
1000006399,8/28/2023 3:51,Michelle Solomon,"['Ketchup', 'Razors', 'Mustard', 'Mop']",9,65.04,Cash,Seattle,Supermarket,FALSE,Middle-Aged,Winter,Discount on Selected Items
1000006400,12/31/2021 18:31,Melissa Martinez,"['Ironing Board', 'Razors', 'BBQ Sauce']",2,12.67,Credit Card,New York,Pharmacy,FALSE,Senior Citizen,Summer,None
1000006401,10/13/2021 2:01,Kristen Campbell,"['Hair Gel', 'Dustpan', 'Chicken', 'Iron', 'Canned Soup']",3,57.04,Cash,Los Angeles,Supermarket,FALSE,Teenager,Winter,Discount on Selected Items
1000006402,10/16/2023 21:26,Ashley Jones,['Mustard'],6,39.8,Cash,Los Angeles,Convenience Store,TRUE,Teenager,Summer,BOGO (Buy One Get One)
1000006403,4/5/2022 6:18,Jennifer Best,"['Insect Repellent', 'Ice Cream']",2,17.86,Mobile Payment,Boston,Convenience Store,TRUE,Teenager,Spring,Discount on Selected Items
1000006404,3/13/2022 17:39,Melanie Harris,"['Carrots', 'Shaving Cream', 'Shampoo']",8,91.17,Mobile Payment,Atlanta,Supermarket,TRUE,Senior Citizen,Fall,Discount on Selected Items
1000006405,5/21/2023 15:32,Jacob Williams,"['Butter', 'Deodorant', 'Diapers', 'Cheese']",2,33.84,Mobile Payment,Atlanta,Specialty Store,TRUE,Young Adult,Winter,BOGO (Buy One Get One)
1000006406,8/24/2023 2:32,Sarah Shea,"['Apple', 'Canned Soup', 'Chicken']",2,35.81,Credit Card,Chicago,Department Store,FALSE,Homemaker,Summer,None
1000006407,8/28/2022 14:27,Caitlin Garcia,"['Dish Soap', 'Toothpaste', 'Shaving Cream', 'Milk', 'Shampoo']",2,95.8,Credit Card,Chicago,Supermarket,TRUE,Teenager,Winter,Discount on Selected Items
1000006408,4/10/2023 22:40,Tyrone Sandoval,"['Apple', 'Bath Towels', 'Soap', 'Deodorant']",2,7.25,Mobile Payment,Dallas,Convenience Store,FALSE,Student,Winter,None
1000006409,10/26/2021 2:26,Jimmy Thomas,['Salmon'],6,36.54,Cash,San Francisco,Specialty Store,FALSE,Senior Citizen,Spring,None
1000006410,5/21/2020 9:42,Amanda Barron,['Syrup'],5,57.96,Credit Card,Chicago,Supermarket,FALSE,Homemaker,Fall,Discount on Selected Items
1000006411,12/27/2023 15:13,Daniel Miller,"['Butter', 'Trash Bags', 'Pasta', 'Shaving Cream']",4,36.08,Debit Card,Seattle,Supermarket,TRUE,Student,Summer,None
1000006412,6/20/2020 17:46,Stephanie Oliver,['Butter'],10,96.9,Debit Card,Dallas,Department Store,TRUE,Retiree,Fall,BOGO (Buy One Get One)
1000006413,2/17/2020 16:14,Amanda Roberts,"['Bread', 'Jam']",4,26.21,Cash,Atlanta,Specialty Store,TRUE,Senior Citizen,Winter,None
1000006414,1/8/2020 15:24,Sergio Hughes,"['Peanut Butter', 'Trash Cans', 'Broom']",10,49.11,Cash,Miami,Specialty Store,TRUE,Teenager,Summer,Discount on Selected Items
1000006415,3/3/2022 2:48,George Peters,"['Shaving Cream', 'Plant Fertilizer']",4,27.84,Credit Card,New York,Convenience Store,TRUE,Middle-Aged,Spring,Discount on Selected Items
1000006416,3/21/2021 8:14,Christopher Kim,"['Canned Soup', 'Toilet Paper', 'Tea', 'Ice Cream']",6,63.78,Mobile Payment,San Francisco,Pharmacy,TRUE,Teenager,Spring,BOGO (Buy One Get One)
1000006417,12/14/2020 18:58,Teresa Lane,"['Rice', 'Chicken', 'Trash Cans', 'Onions']",10,68.51,Mobile Payment,Dallas,Warehouse Club,TRUE,Professional,Summer,None
1000006418,3/29/2022 21:53,Dalton Thomas,"['Coffee', 'Beef', 'Cheese', 'Peanut Butter']",3,35.62,Credit Card,Seattle,Convenience Store,FALSE,Student,Spring,None
1000006419,4/1/2020 6:02,Mary Montoya,"['Iron', 'Extension Cords', 'Orange', 'Canned Soup', 'Broom']",1,34.11,Mobile Payment,New York,Supermarket,TRUE,Young Adult,Winter,None
1000006420,7/30/2020 10:18,Mary Clark,"['Dish Soap', 'Olive Oil', 'Light Bulbs']",7,76.05,Debit Card,Dallas,Supermarket,FALSE,Homemaker,Winter,Discount on Selected Items
1000006421,4/18/2021 11:12,Patricia Holmes,"['Vinegar', 'Apple', 'Rice']",4,97.11,Debit Card,Boston,Warehouse Club,TRUE,Senior Citizen,Spring,BOGO (Buy One Get One)
1000006422,10/14/2021 22:56,Dennis Church,"['Bread', 'Pancake Mix', 'Baby Wipes', 'Toilet Paper']",6,29.42,Credit Card,Los Angeles,Convenience Store,FALSE,Teenager,Fall,BOGO (Buy One Get One)
1000006423,2/14/2021 14:22,Adam Roberts,"['Broom', 'BBQ Sauce', 'Baby Wipes', 'Rice', 'Soap']",7,46.28,Credit Card,San Francisco,Specialty Store,TRUE,Middle-Aged,Spring,BOGO (Buy One Get One)
1000006424,7/20/2021 13:58,Caitlin Miller,"['Beef', 'Lawn Mower', 'Bread', 'Potatoes']",10,23.34,Credit Card,Houston,Pharmacy,TRUE,Young Adult,Summer,None
1000006425,4/21/2022 19:17,Stephanie Russell,"['Garden Hose', 'Razors', 'Bath Towels']",6,14.89,Debit Card,Los Angeles,Supermarket,TRUE,Homemaker,Fall,Discount on Selected Items
1000006426,9/9/2023 5:17,Robert Carter,"['Milk', 'Pickles']",3,16.52,Credit Card,Los Angeles,Pharmacy,TRUE,Teenager,Fall,Discount on Selected Items
1000006427,1/23/2022 10:11,William Wallace,['Extension Cords'],2,39.88,Mobile Payment,Dallas,Pharmacy,TRUE,Homemaker,Spring,None
1000006428,6/24/2020 18:51,Mitchell Sanders,"['Jam', 'Toothpaste', 'Eggs', 'Dustpan', 'Ketchup']",5,70.43,Cash,Chicago,Supermarket,TRUE,Retiree,Spring,BOGO (Buy One Get One)
1000006429,12/8/2021 2:46,Benjamin Dickson,"['Tissues', 'Ice Cream', 'Canned Soup']",8,83.89,Credit Card,Houston,Department Store,FALSE,Professional,Fall,None
1000006430,1/17/2020 14:32,Anne Haynes,['Insect Repellent'],8,40.51,Cash,Dallas,Convenience Store,TRUE,Retiree,Spring,BOGO (Buy One Get One)
1000006431,1/10/2024 13:27,Renee Walker,"['Trash Cans', 'Shrimp', 'Power Strips']",2,99.87,Debit Card,Houston,Specialty Store,FALSE,Student,Summer,BOGO (Buy One Get One)
1000006432,5/26/2023 3:04,Lynn Marks,"['Cereal', 'BBQ Sauce', 'Pancake Mix', 'Insect Repellent', 'Cheese']",8,70.07,Mobile Payment,Chicago,Specialty Store,FALSE,Young Adult,Summer,BOGO (Buy One Get One)
1000006433,4/22/2021 0:14,Sarah Riley,"['Tomatoes', 'Canned Soup']",6,12.12,Mobile Payment,Seattle,Department Store,TRUE,Young Adult,Summer,None
1000006434,1/10/2020 18:34,Amber Lynn,"['Canned Soup', 'Spinach', 'Soda', 'Mustard']",9,46.13,Cash,Los Angeles,Department Store,TRUE,Teenager,Winter,Discount on Selected Items
1000006435,5/27/2020 13:53,Richard Myers,"['Baby Wipes', 'Feminine Hygiene Products', 'Baby Wipes', 'Dishware', 'Diapers']",7,30.91,Cash,New York,Supermarket,TRUE,Young Adult,Winter,Discount on Selected Items
1000006436,12/30/2023 19:40,Jill Allen,"['Canned Soup', 'Trash Bags', 'Trash Cans', 'Shampoo']",5,48.47,Cash,Miami,Warehouse Club,FALSE,Senior Citizen,Winter,BOGO (Buy One Get One)
1000006437,8/2/2023 18:08,Sarah Blair,['Salmon'],4,5.53,Cash,Chicago,Specialty Store,TRUE,Student,Fall,Discount on Selected Items
1000006438,5/2/2022 2:13,Wesley Peterson,['Spinach'],4,39.89,Cash,Los Angeles,Department Store,FALSE,Young Adult,Spring,BOGO (Buy One Get One)
1000006439,3/30/2021 3:34,Tracey Little,"['Feminine Hygiene Products', 'Plant Fertilizer']",7,5.81,Credit Card,Los Angeles,Specialty Store,FALSE,Homemaker,Summer,BOGO (Buy One Get One)
1000006440,12/1/2020 17:07,Timothy Stafford,"['Mustard', 'Chips', 'Jam']",9,88.31,Credit Card,Chicago,Department Store,TRUE,Middle-Aged,Winter,None
1000006441,9/19/2022 6:58,Darlene Wilson,"['Mayonnaise', 'Potatoes', 'Tea']",8,74.38,Cash,Dallas,Department Store,TRUE,Professional,Fall,Discount on Selected Items
1000006442,11/19/2021 15:12,Jesse Clark,['Spinach'],4,90.51,Cash,Atlanta,Convenience Store,TRUE,Retiree,Fall,None
1000006443,4/10/2023 14:07,Scott Deleon,"['Chips', 'Ironing Board']",9,96.28,Cash,Miami,Convenience Store,TRUE,Professional,Spring,BOGO (Buy One Get One)
1000006444,11/11/2022 5:12,Amanda Cole,['Vinegar'],7,43.1,Cash,Dallas,Pharmacy,TRUE,Student,Winter,BOGO (Buy One Get One)
1000006445,8/27/2023 6:33,Kathryn Hall,"['Cereal', 'Shower Gel', 'Spinach', 'Lawn Mower', 'Olive Oil']",1,54.11,Mobile Payment,Chicago,Supermarket,FALSE,Senior Citizen,Fall,None
1000006446,5/23/2023 9:47,Stephanie Brown,['Cereal'],9,98.2,Debit Card,Miami,Supermarket,TRUE,Middle-Aged,Spring,BOGO (Buy One Get One)
1000006447,4/26/2021 4:48,Kelly Garcia,['Tuna'],8,50.05,Debit Card,Miami,Convenience Store,TRUE,Young Adult,Spring,None
1000006448,5/7/2022 3:17,Darren Shaw,"['Cereal Bars', 'Tea', 'Diapers']",2,86.14,Mobile Payment,Boston,Warehouse Club,TRUE,Homemaker,Summer,Discount on Selected Items
1000006449,1/25/2023 22:43,Kenneth Collins,"['Honey', 'Vinegar', 'Dish Soap']",2,37.57,Mobile Payment,Los Angeles,Specialty Store,TRUE,Professional,Fall,BOGO (Buy One Get One)
1000006450,9/2/2021 23:46,Anthony Stewart,"['Ice Cream', 'Pickles']",10,88.26,Mobile Payment,San Francisco,Warehouse Club,FALSE,Young Adult,Winter,BOGO (Buy One Get One)
1000006451,1/12/2023 13:47,Kenneth Hamilton,"['Broom', 'Butter']",5,30.64,Credit Card,Chicago,Department Store,TRUE,Senior Citizen,Summer,None
1000006452,3/1/2020 13:43,Michael Morales,"['Broom', 'Dustpan']",5,53.94,Debit Card,Atlanta,Pharmacy,TRUE,Homemaker,Spring,None
