ID,Nama Pelanggan,Tanggal Pembelian,Jumlah Pembelian
ID05570,"Ellis Siregar, S.Pd",2025-03-09,854178
ID05571,Rama Purwanti,2024-09-26,66752
ID05572,Umay Maryadi,2025-03-16,901090
ID05573,Heryanto Lazuardi,2024-07-05,989973
ID05574,Drs. Hasan Manullang,2024-02-07,754056
ID05575,Dr. Lutfan Halimah,2024-07-10,328844
ID05576,"Indah Prayoga, S.IP",2024-12-26,489757
ID05577,"Warsita Maulana, M.M.",2025-04-27,696433
ID05578,Perkasa Gunarto,2024-12-05,181646
ID05579,Tasnim Wibowo,2024-07-21,615193
ID05580,Kezia Kuswandari,2024-10-27,154243
ID05581,Pranata Damanik,2024-02-21,473348
ID05582,dr. Maida Padmasari,2024-06-21,739762
ID05583,R. Melinda Damanik,2024-06-03,515876
ID05584,Salsabila Purnawati,2024-06-14,315221
ID05585,Jessica Hutasoit,2024-03-10,950801
ID05586,Betania Nugroho,2024-03-21,161857
ID05587,Leo Salahudin,2025-01-09,229955
ID05588,"Hartana Maryadi, S.IP",2025-04-30,238732
ID05589,"Ir. Daliman Usada, S.Psi",2024-08-11,853430
ID05590,Tania Hutasoit,2025-02-09,794735
ID05591,Rahmi Lailasari,2024-11-23,215159
ID05592,Luthfi Rahayu,2024-09-06,781037
ID05593,Ella Utama,2024-11-28,692872
ID05594,"Tgk. Febi Mulyani, S.T.",2024-06-11,19576
ID05595,Dt. Jindra Simanjuntak,2024-03-30,389821
ID05596,Aslijan Yulianti,2024-12-28,771221
ID05597,Naradi Samosir,2024-10-14,907729
ID05598,Melinda Astuti,2024-12-21,613646
ID05599,Azalea Saputra,2025-03-31,116900
ID05600,"Vanya Wahyuni, M.M.",2025-04-20,721267
ID05601,"Bajragin Sitorus, M.Pd",2024-11-10,833655
ID05602,Cager Oktaviani,2025-02-06,910129
ID05603,Oman Pertiwi,2024-07-01,164775
ID05604,Gada Wibowo,2024-04-24,404847
ID05605,Utama Halimah,2024-12-06,457858
ID05606,Kayla Firgantoro,2024-10-28,722449
ID05607,"Samiah Saputra, S.Sos",2025-02-21,892544
ID05608,Karimah Mulyani,2024-03-30,186394
ID05609,"drg. Laila Siregar, S.E.I",2024-07-12,980966
ID05610,Tantri Rajata,2024-06-06,69067
ID05611,Sutan Jindra Suryono,2025-01-10,110713
ID05612,Chelsea Hartati,2024-12-18,382856
ID05613,"Bakiadi Widiastuti, S.Psi",2024-05-30,506894
ID05614,"Drs. Calista Damanik, S.E.I",2024-03-06,198358
ID05615,"KH. Balamantri Prasasta, S.Pt",2024-03-31,65021
ID05616,Hardi Haryanto,2025-01-08,133047
ID05617,Kenzie Prakasa,2024-01-01,550472
ID05618,"R. Saka Hutagalung, S.Ked",2025-04-30,691676
ID05619,"Amalia Siregar, M.Ak",2024-12-25,364928
ID05620,Chandra Padmasari,2025-04-30,632217
ID05621,"Teddy Haryanti, S.Psi",2024-10-20,464894
ID05622,"Ir. Balamantri Suryatmi, S.IP",2024-07-19,165785
ID05623,Niyaga Mandala,2025-03-11,667428
ID05624,Vega Hutapea,2025-01-29,767649
ID05625,Bakijan Iswahyudi,2024-10-17,433618
ID05626,Ian Pradipta,2024-01-17,266902
ID05627,Asirwanda Hutapea,2024-04-03,45644
ID05628,Janet Utami,2024-11-04,134573
ID05629,Sutan Jaswadi Napitupulu,2024-06-11,262555
ID05630,"Nilam Suartini, S.E.",2025-04-16,425912
ID05631,Irma Wastuti,2025-02-18,522361
ID05632,Cut Maimunah Nashiruddin,2024-11-09,327393
ID05633,Dt. Bahuwirya Nugroho,2024-04-23,731403
ID05634,Eluh Megantara,2024-11-23,635114
ID05635,Drs. Dacin Maheswara,2024-10-16,190865
ID05636,"Vanya Hutagalung, S.Kom",2024-02-23,694507
ID05637,Samsul Sinaga,2025-04-24,791399
ID05638,"Sutan Carub Widodo, M.Farm",2024-09-11,403605
ID05639,Rahayu Zulkarnain,2024-03-13,823537
ID05640,Ir. Edison Pratama,2024-06-18,735399
ID05641,Hafshah Situmorang,2025-01-16,843958
ID05642,"Halima Nuraini, S.Ked",2024-02-09,713317
ID05643,"Tirtayasa Zulaika, S.T.",2024-05-01,700507
ID05644,Usyi Marpaung,2024-06-26,103964
ID05645,Aswani Haryanto,2024-06-12,825509
ID05646,Jelita Halim,2024-03-26,496197
ID05647,drg. Cindy Wulandari,2024-11-21,916908
ID05648,"H. Ivan Budiman, S.Pt",2025-03-29,867939
ID05649,Rini Tarihoran,2024-02-15,691900
ID05650,"Sabrina Sudiati, S.Pt",2025-02-24,410661
ID05651,Tgk. Titi Simanjuntak,2024-12-28,298584
ID05652,Kani Kuswandari,2024-12-09,673049
ID05653,Najwa Salahudin,2024-11-23,694925
ID05654,"drg. Galar Palastri, S.Kom",2025-01-08,476740
ID05655,Langgeng Narpati,2025-03-29,395166
ID05656,Muhammad Thamrin,2024-06-20,22166
ID05657,Nadia Hariyah,2024-08-16,135829
ID05658,Wulan Waskita,2024-01-06,132292
ID05659,Malika Hartati,2024-05-15,96651
ID05660,Caket Winarno,2024-04-17,137980
ID05661,Aisyah Mandala,2024-05-07,522982
ID05662,"Tgk. Harjaya Usamah, S.E.I",2024-12-20,682566
ID05663,Karimah Budiman,2024-02-04,711279
ID05664,Widya Wijayanti,2024-06-28,962608
ID05665,Cakrawangsa Rahayu,2024-05-11,544510
ID05666,Darimin Kuswoyo,2025-02-06,245861
ID05667,Hartaka Halimah,2024-02-25,34145
ID05668,Emong Sirait,2025-01-03,625357
ID05669,Ajimin Mandasari,2024-01-01,610815
ID05670,Endah Sihombing,2024-01-25,610446
ID05671,"Drs. Indah Pradana, S.Kom",2024-07-16,512790
ID05672,Rachel Mandasari,2024-08-12,297021
ID05673,Maya Manullang,2025-01-10,737424
ID05674,Salwa Halim,2024-08-02,791565
ID05675,Cici Hidayat,2024-03-26,109146
ID05676,Tiara Kuswandari,2025-03-28,842929
ID05677,Tgk. Dinda Prakasa,2024-07-30,631678
ID05678,drg. Rangga Pratama,2024-09-09,199893
ID05679,Nurul Budiman,2025-03-27,412611
ID05680,Siti Manullang,2024-07-12,517711
ID05681,Siti Saragih,2024-06-28,685908
ID05682,"Lasmanto Aryani, M.Ak",2024-10-06,746873
ID05683,Liman Mustofa,2024-07-11,464721
ID05684,T. Ganep Wahyudin,2024-02-21,322856
ID05685,"H. Saka Mahendra, S.I.Kom",2025-02-28,609180
ID05686,Dr. Bella Budiyanto,2024-09-02,141319
ID05687,Kartika Agustina,2025-02-07,114271
ID05688,Danu Simbolon,2025-03-18,351027
ID05689,"Gina Sihotang, M.Kom.",2024-10-22,76582
ID05690,"T. Kala Siregar, M.Farm",2024-11-29,758440
ID05691,"Tgk. Nalar Nababan, S.E.I",2025-01-23,963030
ID05692,Violet Usamah,2024-12-17,914093
ID05693,R.A. Titin Rahayu,2024-04-25,843853
ID05694,R.A. Yulia Prayoga,2024-03-24,573621
ID05695,Padmi Halimah,2024-08-19,203871
ID05696,Galar Melani,2024-02-07,435019
ID05697,Harjo Maulana,2025-02-13,862353
ID05698,dr. Cindy Nuraini,2025-03-09,744781
ID05699,Malika Suartini,2024-01-18,30705
ID05700,"Hasna Hidayat, M.M.",2024-05-30,422925
ID05701,Victoria Nababan,2024-01-11,593071
ID05702,"KH. Enteng Megantara, S.I.Kom",2024-06-12,867171
ID05703,"Cut Nabila Prayoga, S.H.",2024-05-13,572473
ID05704,"Ade Simbolon, S.I.Kom",2024-02-23,831532
ID05705,"Ir. Novi Purwanti, S.E.I",2024-02-07,861649
ID05706,"T. Yahya Simanjuntak, M.Kom.",2024-06-24,565837
ID05707,Rahmi Nasyiah,2024-03-28,522295
ID05708,Ridwan Yuliarti,2025-03-30,77037
ID05709,Yusuf Riyanti,2024-07-11,554107
ID05710,Puti Ida Halim,2024-03-23,887809
ID05711,"Febi Novitasari, M.TI.",2025-01-09,623124
ID05712,Hilda Waluyo,2024-02-08,575163
ID05713,Tira Anggriawan,2024-10-07,758420
ID05714,Hana Putra,2025-04-27,868602
ID05715,Ega Dongoran,2025-04-04,838446
ID05716,Martana Yuniar,2024-02-17,693357
ID05717,"dr. Bahuwirya Uwais, M.M.",2024-06-22,140117
ID05718,"R.M. Ivan Utami, S.Sos",2024-10-31,800110
ID05719,R.M. Legawa Handayani,2024-11-10,799565
ID05720,"Tgk. Balangga Saefullah, M.M.",2025-04-02,227541
ID05721,Faizah Sudiati,2024-09-04,700573
ID05722,Intan Marpaung,2024-12-26,951204
ID05723,R. Janet Budiyanto,2024-01-16,133025
ID05724,Aslijan Simbolon,2024-08-08,199440
ID05725,drg. Gading Megantara,2025-04-27,913876
ID05726,Yance Waluyo,2024-11-30,638204
ID05727,Dt. Lutfan Fujiati,2024-03-25,738986
ID05728,"Gaman Widodo, S.E.",2024-11-06,198678
ID05729,Rahmi Firmansyah,2025-03-31,15582
ID05730,"Eko Sinaga, M.Farm",2024-08-10,591667
ID05731,"Drs. Arta Melani, S.Gz",2024-03-21,478957
ID05732,"Tina Mustofa, M.Kom.",2024-01-28,849398
ID05733,Wira Hidayat,2024-02-21,339563
ID05734,Cakrawangsa Jailani,2024-06-18,139022
ID05735,R.M. Wage Prakasa,2024-04-15,51044
ID05736,Perkasa Tarihoran,2024-04-07,145073
ID05737,Jessica Hutapea,2024-07-28,613016
ID05738,Jasmin Hidayat,2024-12-22,226247
ID05739,Lalita Palastri,2024-10-10,694343
ID05740,Karna Agustina,2025-01-04,179041
ID05741,"Paiman Widodo, S.E.I",2025-04-18,102086
ID05742,R. Rahmat Pranowo,2025-01-08,599820
ID05743,Endah Latupono,2024-10-03,279232
ID05744,"T. Darsirah Permadi, S.Gz",2024-05-15,902810
ID05745,"Mahmud Puspita, S.Ked",2024-12-04,799649
ID05746,Margana Prasetyo,2024-05-24,46705
ID05747,Azalea Gunarto,2024-06-01,98720
ID05748,Prabu Pradipta,2024-05-01,140775
ID05749,Xanana Mandala,2024-02-19,540734
ID05750,Tgk. Gaman Wibisono,2024-01-26,323081
ID05751,"Ir. Mumpuni Widodo, S.Ked",2024-07-20,391219
ID05752,KH. Elvin Lailasari,2024-10-19,580873
ID05753,Mulyono Agustina,2024-10-08,189938
ID05754,R. Arta Pangestu,2025-03-06,453601
ID05755,Cut Fathonah Pradana,2024-09-08,700130
ID05756,Dr. Agnes Tampubolon,2024-03-19,10089
ID05757,"Cindy Prastuti, S.I.Kom",2024-01-28,270400
ID05758,R.M. Hasta Prabowo,2024-07-03,325201
ID05759,Kawaca Ardianto,2024-01-02,58408
ID05760,"Panca Oktaviani, S.Pd",2024-08-06,554675
ID05761,Puti Wahyudin,2024-02-14,958562
ID05762,dr. Capa Pangestu,2024-05-30,830827
ID05763,"Drs. Edi Sitorus, S.Kom",2025-02-25,317648
ID05764,Hana Wijaya,2024-12-04,701176
ID05765,Martana Suwarno,2024-11-16,570046
ID05766,Ana Hassanah,2024-11-03,476532
ID05767,Hj. Salsabila Mulyani,2024-09-02,156648
ID05768,"dr. Damu Nashiruddin, S.IP",2024-04-12,615103
ID05769,Harsanto Kurniawan,2024-02-19,524266
ID05770,"Farhunnisa Pangestu, M.Farm",2024-01-14,738866
ID05771,"Ulva Salahudin, S.Kom",2024-04-15,338137
ID05772,Tgk. Karen Hariyah,2024-03-28,558055
ID05773,Marsudi Utami,2024-11-22,965025
ID05774,Kasim Ramadan,2024-05-29,379221
ID05775,Kajen Dongoran,2024-02-11,645617
ID05776,Amalia Pratama,2024-08-30,574353
ID05777,"R. Zelda Sitorus, S.Kom",2025-03-08,545392
ID05778,Tantri Wibisono,2024-02-29,230032
ID05779,"Jane Haryanti, S.Sos",2024-06-06,731347
ID05780,R. Nurul Kuswandari,2025-02-05,113818
ID05781,Drs. Edison Widiastuti,2024-07-22,704804
ID05782,"R.A. Citra Susanti, S.IP",2024-08-29,869584
ID05783,Simon Dabukke,2024-09-07,56908
ID05784,Cut Zamira Anggriawan,2025-04-03,258617
ID05785,Ade Sihombing,2024-12-04,48518
ID05786,Kezia Purnawati,2024-05-15,207209
ID05787,Bakti Habibi,2024-02-16,158548
ID05788,Gasti Yuliarti,2024-11-24,324267
ID05789,Indra Wahyudin,2024-10-05,907670
ID05790,Estiono Agustina,2024-07-17,883073
ID05791,"Ajimin Salahudin, S.Gz",2024-04-04,235667
ID05792,Gada Megantara,2024-07-08,150727
ID05793,Mutia Putra,2025-03-29,641394
ID05794,Vega Usada,2024-07-14,588888
ID05795,"Sabrina Dabukke, M.Kom.",2024-07-08,236534
ID05796,Aditya Kusumo,2024-04-05,630529
ID05797,Olga Prakasa,2024-08-16,386507
ID05798,Ratna Puspita,2024-01-23,300870
ID05799,Humaira Damanik,2024-05-14,144733
ID05800,"Padmi Kuswandari, S.Pt",2024-08-13,774521
ID05801,"Talia Mangunsong, S.Kom",2024-08-26,662542
ID05802,Hasta Wastuti,2024-05-14,452514
ID05803,Ana Firgantoro,2024-04-25,87971
ID05804,Mala Hastuti,2025-03-04,586558
ID05805,Ellis Budiman,2024-05-17,277352
ID05806,Cut Sakura Haryanto,2024-10-15,283336
ID05807,"T. Nyana Suryono, M.Kom.",2024-02-01,410327
ID05808,Rama Santoso,2024-03-18,691332
ID05809,Mumpuni Saputra,2025-01-20,957556
ID05810,"R.A. Gilda Hassanah, S.Ked",2024-12-22,181252
ID05811,"Artawan Pratiwi, S.Farm",2024-12-07,429492
ID05812,H. Jindra Pradipta,2024-02-19,488221
ID05813,"Zizi Hardiansyah, S.Pd",2024-02-13,97298
ID05814,Clara Rahimah,2024-12-08,276526
ID05815,Mutia Halimah,2024-06-25,719388
ID05816,R.M. Hardi Wahyuni,2025-02-17,456004
ID05817,Tari Puspasari,2024-10-04,995870
ID05818,R.M. Galur Uyainah,2024-07-30,738252
ID05819,Laila Natsir,2025-01-22,160202
ID05820,drg. Kasiyah Hastuti,2024-10-28,571936
ID05821,Vivi Siregar,2024-04-26,223660
ID05822,Rahmat Wulandari,2024-10-10,83985
ID05823,"drg. Mursita Namaga, S.Farm",2024-02-01,670150
ID05824,Mala Irawan,2025-03-06,778265
ID05825,Tgk. Dina Sitorus,2024-07-17,292486
ID05826,Septi Hastuti,2025-02-23,673874
ID05827,Umi Namaga,2024-09-24,740650
ID05828,"Hj. Eli Gunarto, S.Psi",2024-08-02,686930
ID05829,Ir. Cakrabuana Rahimah,2024-10-01,211984
ID05830,Puput Usamah,2024-12-17,759149
ID05831,"R. Zizi Pertiwi, S.E.I",2025-03-19,400219
ID05832,"R.A. Yunita Widodo, S.Pt",2025-04-24,601021
ID05833,"drg. Carla Mardhiyah, M.Pd",2024-08-31,699247
ID05834,Karma Jailani,2024-10-20,689237
ID05835,Cut Hamima Pudjiastuti,2025-03-27,870365
ID05836,"Wardaya Marbun, S.H.",2024-04-30,546270
ID05837,"Nyana Sitorus, M.Kom.",2024-08-31,644330
ID05838,Gamani Wahyudin,2024-06-02,182011
ID05839,dr. Karman Wahyuni,2024-02-10,450073
ID05840,"drg. Gawati Permata, S.I.Kom",2024-07-21,871476
ID05841,"Laila Kurniawan, S.H.",2025-04-07,170947
ID05842,"Margana Hasanah, S.E.I",2025-03-13,341727
ID05843,"R.A. Tina Adriansyah, M.TI.",2024-12-31,836051
ID05844,"R. Jumari Megantara, S.Pt",2024-01-18,464691
ID05845,"Ina Permadi, S.Sos",2024-09-14,407349
ID05846,Yunita Pranowo,2024-10-19,37168
ID05847,Ir. Bakti Nainggolan,2025-04-06,642928
ID05848,Agus Dabukke,2024-09-21,269520
ID05849,Devi Pranowo,2025-02-13,91290
ID05850,Raden Zulaika,2024-10-19,293246
ID05851,Bagas Ramadan,2024-12-12,140674
ID05852,Devi Anggraini,2024-11-13,567286
ID05853,Salimah Waskita,2024-03-16,125333
ID05854,Nalar Riyanti,2024-03-02,727204
ID05855,Jasmin Wibisono,2025-01-22,585006
ID05856,Fathonah Sihombing,2024-08-17,436541
ID05857,Raina Rahmawati,2024-03-29,79163
ID05858,Siska Susanti,2025-04-30,355356
ID05859,Cut Shania Lestari,2024-03-26,681274
ID05860,Jamil Simanjuntak,2024-04-18,103296
ID05861,Ana Rajasa,2025-02-17,390443
ID05862,"Nabila Winarno, M.Pd",2024-04-08,963412
ID05863,"R. Indra Rahmawati, M.Ak",2024-03-05,359718
ID05864,Silvia Lestari,2024-01-22,825866
ID05865,Harjasa Firgantoro,2024-08-04,296526
ID05866,Vanya Irawan,2024-02-10,163437
ID05867,Hafshah Palastri,2024-12-15,921060
ID05868,Bakda Prasasta,2024-08-10,846865
ID05869,"Yance Usamah, S.IP",2024-04-13,246732
ID05870,Kezia Sirait,2025-02-25,296939
ID05871,Lukita Halimah,2024-11-17,20342
ID05872,Gaman Saragih,2024-03-16,112704
ID05873,KH. Niyaga Hartati,2025-03-03,405476
ID05874,Luwes Zulkarnain,2024-10-31,243020
ID05875,Adikara Mahendra,2024-05-12,407024
ID05876,Hj. Victoria Dabukke,2024-06-12,120103
ID05877,drg. Bagiya Mardhiyah,2025-04-11,830755
ID05878,Jaiman Saefullah,2025-01-07,980599
ID05879,"Padmi Wibisono, M.Pd",2025-04-13,139502
ID05880,"Nyoman Hardiansyah, S.T.",2025-02-17,194267
ID05881,Puti Tami Maryati,2024-02-04,562049
ID05882,Ellis Hartati,2024-02-14,773706
ID05883,Zulaikha Marpaung,2024-07-17,928040
ID05884,Elvin Rahimah,2024-10-11,331440
ID05885,Maria Kusumo,2024-07-22,627429
ID05886,"Chandra Hutagalung, S.Kom",2024-10-09,871240
ID05887,Nova Prayoga,2024-06-15,855989
ID05888,Harsanto Yolanda,2025-03-14,523402
ID05889,Prasetyo Waluyo,2024-05-21,110181
ID05890,Gada Najmudin,2024-09-23,564654
ID05891,Ganep Zulaika,2024-08-22,375848
ID05892,Dr. Ghaliyati Handayani,2025-04-14,744480
ID05893,"H. Warta Latupono, S.IP",2025-03-23,609951
ID05894,Cahyono Mustofa,2024-01-07,917435
ID05895,"Rahmi Pratiwi, S.Ked",2025-02-06,305694
ID05896,Najwa Utama,2024-12-24,588333
ID05897,"H. Irfan Damanik, M.TI.",2024-11-15,294220
ID05898,"Kartika Usada, M.Pd",2024-10-27,646975
ID05899,Hari Kusmawati,2024-09-24,113878
ID05900,Estiawan Fujiati,2025-02-04,950122
ID05901,H. Indra Hidayat,2024-08-02,60293
ID05902,Bakianto Saptono,2024-02-27,189041
ID05903,"Gatot Kusmawati, S.Sos",2024-07-31,343443
ID05904,Sutan Umaya Mandala,2024-03-17,798395
ID05905,Ajiono Marpaung,2024-03-16,418486
ID05906,Kenzie Nashiruddin,2024-10-17,199448
ID05907,"Daliman Hassanah, M.Pd",2024-10-28,371940
ID05908,Puti Saptono,2024-10-25,855241
ID05909,Betania Wahyuni,2025-01-23,787306
ID05910,Lamar Zulkarnain,2025-04-26,720737
ID05911,Kurnia Gunarto,2024-02-21,837061
ID05912,Damar Maulana,2025-04-18,567509
ID05913,Diana Wijaya,2024-02-24,588469
ID05914,Hardana Halim,2024-10-15,633501
ID05915,KH. Adinata Kusumo,2025-02-03,934866
ID05916,Ir. Emas Padmasari,2024-02-21,900901
ID05917,Dt. Gadang Mandala,2025-02-06,432210
ID05918,Hesti Kuswandari,2024-05-26,510025
ID05919,"Sutan Dacin Wijayanti, M.Kom.",2025-03-20,631082
ID05920,Natalia Prabowo,2024-10-01,143769
ID05921,Cawuk Wibisono,2025-03-26,281645
ID05922,Ir. Lutfan Namaga,2024-06-25,19958
ID05923,"Puti Dalima Widiastuti, S.E.I",2025-03-25,730013
ID05924,"Drs. Dalima Hidayat, M.Kom.",2024-07-29,548512
ID05925,R. Karya Marbun,2024-05-15,757868
ID05926,Luis Zulkarnain,2024-07-15,173044
ID05927,"Hj. Karen Prasetyo, S.T.",2024-12-01,699504
ID05928,Almira Astuti,2024-09-05,142506
ID05929,Tedi Sinaga,2024-10-19,159600
ID05930,"dr. Alambana Nababan, S.I.Kom",2024-11-07,407201
ID05931,Mila Sudiati,2024-08-30,605130
ID05932,"R.A. Ulva Mahendra, M.Kom.",2024-01-20,781146
ID05933,Drs. Laila Yuliarti,2024-03-29,290357
ID05934,"Hj. Endah Permadi, M.Ak",2024-05-21,65432
ID05935,T. Jamal Hutagalung,2024-07-25,973055
ID05936,Rahayu Dabukke,2024-03-14,770657
ID05937,Bella Purwanti,2024-11-12,680242
ID05938,Niyaga Maulana,2024-11-07,398131
ID05939,"Ir. Arta Uwais, S.T.",2024-12-14,751870
ID05940,Indah Hariyah,2024-12-21,825297
ID05941,"Respati Siregar, S.Pd",2024-07-24,271212
ID05942,"Drs. Rahmi Simbolon, S.Pd",2024-01-20,721160
ID05943,"Dr. Oni Laksita, S.Sos",2024-07-21,648271
ID05944,"H. Lanjar Purwanti, M.Ak",2025-03-31,448560
ID05945,Hj. Winda Pertiwi,2025-03-26,751119
ID05946,Jarwadi Sirait,2024-06-18,490024
ID05947,Mustofa Lestari,2024-12-19,201999
ID05948,Patricia Maryati,2024-05-01,470282
ID05949,Hj. Bella Ramadan,2024-01-26,381197
ID05950,"Embuh Saputra, S.Pd",2025-01-16,847255
ID05951,Drs. Ghaliyati Sihotang,2024-08-31,501431
ID05952,Halima Pratiwi,2025-04-16,536625
ID05953,Gantar Samosir,2024-05-17,310752
ID05954,Rudi Sitorus,2025-04-04,299221
ID05955,Ir. Hendra Setiawan,2024-07-09,458544
ID05956,Rahayu Anggraini,2024-01-11,555883
ID05957,"Maryanto Nainggolan, M.Ak",2024-06-21,997419
ID05958,"R.M. Rama Sihombing, S.Kom",2025-02-22,763367
ID05959,"Mahfud Tarihoran, M.Pd",2025-02-10,934201
ID05960,Tgk. Damu Hariyah,2024-06-04,978687
ID05961,Drs. Ellis Lazuardi,2024-06-08,863565
ID05962,"Tari Siregar, S.H.",2024-05-23,249876
ID05963,Liman Usada,2025-03-07,330012
ID05964,"dr. Elvina Yuliarti, M.Kom.",2024-09-08,676511
ID05965,Hesti Wijaya,2025-03-15,909595
ID05966,Tina Saputra,2024-12-22,101165
ID05967,Dr. Paulin Siregar,2024-12-16,330509
ID05968,Dodo Sudiati,2024-02-20,436261
ID05969,Dono Maheswara,2025-03-20,818010
ID05970,Yulia Pudjiastuti,2024-04-26,337928
ID05971,Ade Hidayat,2024-03-09,896304
ID05972,Rosman Rajasa,2024-06-02,104519
ID05973,Mutia Pudjiastuti,2025-01-15,675506
ID05974,Tgk. Oni Purnawati,2024-08-14,93335
ID05975,Faizah Santoso,2025-01-31,90418
ID05976,Irsad Utami,2025-02-26,775411
ID05977,Rina Kurniawan,2024-06-13,261696
ID05978,Maya Wibisono,2024-05-17,108181
ID05979,Devi Mandala,2025-01-08,183133
ID05980,Banawi Tarihoran,2024-08-01,613263
ID05981,"KH. Asmadi Gunarto, S.Pt",2024-11-05,70200
ID05982,Cici Pudjiastuti,2024-11-26,98693
ID05983,T. Cagak Kuswoyo,2024-02-15,789521
ID05984,"Silvia Anggraini, S.Kom",2024-04-06,309736
ID05985,Tri Wijayanti,2024-08-14,591078
ID05986,Cut Ajeng Kusumo,2024-04-18,984744
ID05987,Sarah Saefullah,2025-04-12,526791
ID05988,Mala Permadi,2025-02-25,857613
ID05989,Darmaji Safitri,2024-07-27,926825
ID05990,Ir. Umi Santoso,2025-01-14,21214
ID05991,Tgk. Saadat Prakasa,2024-09-05,454579
ID05992,Ajimin Puspasari,2025-01-23,719920
ID05993,dr. Vanesa Prasetya,2024-09-21,543392
ID05994,Reksa Winarno,2025-03-20,987735
ID05995,Kemba Susanti,2024-07-10,776296
ID05996,Xanana Marpaung,2025-02-24,153055
ID05997,Kenzie Susanti,2024-01-29,512955
ID05998,Yessi Laksita,2024-09-20,531986
ID05999,Bakiono Prayoga,2025-02-09,550028
ID06000,"drg. Gawati Permadi, M.M.",2024-03-22,728402
ID06001,R. Ellis Prasetya,2024-02-03,719649
ID06002,Cici Adriansyah,2024-06-08,941219
ID06003,Mumpuni Samosir,2024-12-29,568271
ID06004,Ratna Rahimah,2024-09-16,741782
ID06005,"drg. Melinda Prabowo, S.H.",2024-07-25,140748
ID06006,Slamet Hutapea,2024-03-10,435167
ID06007,Tania Handayani,2025-02-03,24575
ID06008,Eka Winarno,2025-03-11,656223
ID06009,"Ir. Umi Wibowo, S.Ked",2024-09-25,209422
ID06010,KH. Empluk Putra,2025-03-26,965133
ID06011,"Joko Fujiati, M.TI.",2024-10-18,881783
ID06012,Janet Damanik,2024-01-15,792150
ID06013,Ophelia Susanti,2024-03-29,17644
ID06014,Zalindra Handayani,2024-04-08,758851
ID06015,R.A. Kasiyah Megantara,2025-03-24,455622
ID06016,"Citra Rahimah, S.Sos",2025-03-02,746720
ID06017,Pandu Waskita,2024-04-12,570280
ID06018,Darimin Sihotang,2025-03-04,796083
ID06019,Latika Saefullah,2024-01-30,371822
ID06020,Nasrullah Siregar,2024-05-07,266089
ID06021,Harjasa Rahimah,2024-01-17,784879
ID06022,Aisyah Pratiwi,2024-08-21,703291
ID06023,Mariadi Haryanto,2024-01-26,975171
ID06024,Tania Damanik,2025-04-15,873359
ID06025,Queen Situmorang,2024-07-03,933094
ID06026,Kezia Damanik,2024-12-26,563764
ID06027,Maya Hassanah,2024-04-11,727307
ID06028,Clara Fujiati,2024-05-20,648785
ID06029,Kamaria Pradana,2024-07-07,54413
ID06030,Karimah Rajata,2025-02-25,646877
ID06031,Endah Narpati,2024-08-25,480445
ID06032,Sabar Padmasari,2024-09-15,186718
ID06033,"Kariman Rahimah, M.TI.",2024-07-22,717287
ID06034,"Sutan Slamet Firgantoro, S.Sos",2024-11-21,985370
ID06035,Alika Pradana,2025-04-17,934771
ID06036,Nugraha Manullang,2024-03-04,810808
ID06037,Latif Puspasari,2024-12-14,558946
ID06038,Dwi Hutapea,2024-01-16,957701
ID06039,T. Jabal Maryadi,2024-05-03,246001
ID06040,Dinda Fujiati,2024-07-09,193305
ID06041,Fitria Pradana,2024-09-07,88771
ID06042,Ira Marbun,2024-10-31,394880
ID06043,R. Daru Iswahyudi,2024-08-16,890184
ID06044,Cut Queen Yolanda,2024-03-31,149794
ID06045,"KH. Teddy Nugroho, S.Pd",2025-03-21,548637
ID06046,drg. Wardaya Anggraini,2024-08-30,380453
ID06047,Daryani Budiyanto,2024-10-27,63379
ID06048,"Sutan Luhung Hutagalung, S.Pt",2024-10-09,453256
ID06049,"R. Embuh Nugroho, M.Pd",2024-06-28,529577
ID06050,Prayogo Hariyah,2024-06-25,407509
ID06051,KH. Gading Nugroho,2024-03-24,188765
ID06052,Kasusra Nashiruddin,2025-03-04,401416
ID06053,Panji Anggriawan,2025-04-02,128733
ID06054,Zulaikha Narpati,2024-05-12,364375
ID06055,"T. Kambali Damanik, M.TI.",2025-01-18,968445
ID06056,Dt. Hartana Mansur,2025-03-01,722049
ID06057,Asirwada Halimah,2024-12-18,271897
ID06058,Slamet Mustofa,2024-02-16,882128
ID06059,Setya Sudiati,2024-05-25,575307
ID06060,"dr. Queen Setiawan, M.M.",2024-01-15,902104
ID06061,Jaeman Natsir,2024-07-16,813643
ID06062,"Carla Prayoga, S.E.",2024-01-26,909474
ID06063,"Luluh Gunarto, S.Pt",2024-03-24,133590
ID06064,Diana Adriansyah,2025-03-13,314154
ID06065,Michelle Nuraini,2024-10-19,323710
ID06066,"drg. Murti Widodo, M.Pd",2025-02-03,516592
ID06067,H. Hadi Novitasari,2024-04-19,317804
ID06068,Septi Nurdiyanti,2025-03-14,287611
ID06069,Winda Sudiati,2024-04-23,233415
ID06070,drg. Umi Ramadan,2024-11-27,12342
ID06071,dr. Caturangga Mardhiyah,2024-04-25,783876
ID06072,"Dr. Dian Firgantoro, S.Kom",2024-12-12,671836
ID06073,Limar Uwais,2024-04-15,606474
ID06074,"Tgk. Calista Suartini, S.Farm",2024-05-17,422742
